0,1,2,3,4
0.009299162,0.038831666,-0.011545326,-0.06716134,0.01901563
0.008087121,-0.008276425,-0.025474595,0.0007845543,0.040677663
-0.011832678,-0.043191426,0.012115744,-0.01602142,0.052288875
-0.016680893,-0.0068638646,0.038664006,0.006914687,-0.0525435
-0.049951937,-0.036890093,0.01656883,-0.016605522,0.033125143
0.004649297,-0.0029216171,0.007388806,-0.0627024,0.053611893
-0.004346654,0.00026895638,-0.0061934874,-0.025465133,-0.04139344
0.028161066,-0.051356565,0.024447776,-0.024473876,0.063585535
0.0053401943,-0.017198281,0.015409604,0.028515087,-0.020277966
-0.050382763,0.004362822,-0.04588972,0.034240745,0.02005723
-0.04205009,-0.012385063,-0.0024092381,0.0024301969,0.0067789964
0.018095693,0.040385004,0.012332513,-0.020857051,-0.013774544
0.022696756,-0.02087372,-0.022391245,0.023904651,0.0028133814
-0.006888063,-0.025562799,0.037290484,-0.036975253,-0.008881449
0.032795902,-0.021874784,-0.040243123,0.016947223,-0.019177537
0.0027771485,-0.038050555,0.0061507584,0.014175227,0.026832286
0.04499356,-0.0025290754,-0.03578788,-0.05072556,-0.039138004
-0.016559314,0.04394752,0.01282225,-0.11837752,-0.03681212
-0.00016612875,-0.009574193,0.0055039045,-0.0098886825,0.012390012
0.017992537,-0.042975865,0.0065324646,0.0013069835,0.014025964
0.027784925,-0.08577735,-0.01593254,0.0577943,0.03216752
0.03503191,0.005817634,0.014968464,-0.009013093,0.027877599
-0.08160888,-0.0003764319,-0.004960956,0.017762523,0.049077425
-0.034222793,0.01611751,-0.019007115,-0.031127444,0.028836466
-0.09907475,0.06995543,-0.060666904,-0.019132078,0.023235228
-0.13773856,0.06211106,0.031788394,-0.12688789,-0.019358253
0.0011086682,-0.04161758,0.0358469,0.02695599,-0.034262422
-0.0010634265,0.009134838,0.009149249,0.049971513,0.028863143
-0.011491776,0.14212072,-0.16441035,-0.057797097,0.019991755
-0.11981429,0.1492714,-0.1323342,-0.04848663,-0.11542088
0.037776522,0.004986409,-0.053596754,-0.028404245,0.052509487
-0.009437988,0.03006946,0.026211455,-0.003970846,0.027440779
-0.077571705,-0.09755027,-0.030269934,0.008093806,0.053167574
0.0046288026,0.016149871,-0.016572734,-0.0010233688,-0.04923578
-0.021551488,0.03982021,0.0072179195,-0.023279717,-0.019126879
0.097509906,-0.060225092,-0.08449581,-0.070427634,-0.10313777
-0.066296175,0.076187156,0.010022289,-0.09860449,-0.0658799
0.058578316,0.012265915,-0.03305106,0.022758327,-0.09549312
0.050602816,0.033838514,0.05029446,0.01234765,-0.09376948
-0.0134024415,0.012816992,-0.008827848,-0.021495335,-0.013814719
0.020367345,-0.05000504,-0.011963524,0.01068488,-0.01092717
-0.033297475,-0.006547656,-0.044394184,0.04047088,-0.032531135
0.026231777,0.0069405106,-0.015803082,-0.0010143069,0.027067738
-0.055848613,-0.0069836327,0.0004103451,-0.009564556,0.03598395
-0.01621283,-0.027317299,-0.014470632,-0.0022701132,0.04009661
-0.035018113,0.006403566,0.07140758,-0.011229211,0.011488764
0.00643842,0.038433135,0.022626562,-0.13012032,-0.051883116
-0.008745764,0.060821936,0.001319903,-0.14977683,-0.058838896
-0.040674597,0.00058616966,0.05063203,0.008489244,0.03184738
0.01913764,-0.0054943743,-0.008457691,0.025639579,0.024098922
-0.027318325,0.0033305383,-0.006262873,0.021062091,0.044488933
0.022687068,-0.013802191,0.046402346,0.019832285,-0.029958514
-0.103158504,0.06414343,-0.057413816,-0.0972963,-0.10665665
-0.01632553,-0.010487982,0.0074299807,0.00444768,0.017592112
0.039018817,-0.00390879,-0.042360086,-0.061128717,-0.035423152
-0.04698657,-0.026890649,-0.06435001,0.014091606,0.06786049
0.0462939,0.06860057,-0.09615083,-0.09787054,-0.07023192
0.0021161274,-0.050001442,0.022349436,0.026668329,0.0025210332
0.026055971,-0.009301207,0.03302073,0.03476002,-0.009673085
0.027942924,0.065353535,-0.051875774,0.009256382,-0.03417236
0.0070941355,-0.011541174,0.0013641673,-0.0145877525,0.013315488
0.044201218,-0.12574567,-0.015663398,0.0052266405,0.034390237
-0.03735253,-0.04265029,0.021236606,-0.017059572,0.029282756
0.023942772,0.053743884,0.011977208,-0.026228959,-0.04119702
-0.20226793,-0.14024957,0.042967472,0.018279817,0.09998864
-0.054462623,0.032745704,-0.0059629697,0.0096453205,-0.07278621
-0.020144692,0.06979463,-0.03848774,0.011897122,-0.098647185
0.070239194,0.08138979,-0.01739545,0.007608773,-0.16333129
-0.03505926,0.15542994,-0.076872036,-0.087100476,-0.1275992
0.007993905,-0.13465425,0.13765664,-0.09888547,-0.15571453
-0.086707234,-0.08047322,0.08211035,-0.056765035,-0.086932816
-0.1248828,0.1214642,-0.09392547,0.07154884,-0.06474108
0.028498,-0.014638321,-0.038318187,0.0016747799,-0.015149008
-0.072635934,0.10440429,-0.019971268,-0.04907803,-0.11181538
-0.033057153,-0.010992907,-0.039470397,-0.0028036018,0.009051533
0.00856566,0.036594663,-0.025494825,-0.026342137,0.039172404
0.02415526,0.037056353,-0.06428807,0.03212659,-0.07698484
-0.050365128,-0.04378424,0.06823495,-0.0015544052,-0.026102098
-0.0646831,-0.067265876,0.14080216,-0.052425314,-0.0898902
-0.0021495817,-0.07358697,0.0105878655,0.0030048972,0.07236044
0.010095789,-0.0012230453,-0.024691323,-0.01466736,-0.023596646
-0.10824049,0.090743035,-0.096593276,-0.083159596,0.025915274
0.054781742,0.07294569,-0.020598507,-0.0561188,0.024398522
0.032760702,0.021448407,-0.017418884,-0.029201098,-0.019526336
-0.037116162,-0.05631079,-0.016493933,0.05088192,0.056126494
-0.028325075,0.024743464,-0.048451927,-0.011787139,0.045215804
-0.13901995,0.11285496,-0.12218735,-0.124952026,-0.11555045
0.02138002,-0.13858357,-0.0029705886,0.014392729,0.04714113
0.021286113,-0.035440765,-0.009810411,-0.037015457,0.03870082
-0.0019755797,0.12407336,0.014450172,-0.058020655,0.0071059377
-0.008134708,-0.029252283,-0.0043912246,-0.0040718536,0.009428563
-0.056451075,0.068087764,-0.014546806,0.038293775,-0.030599521
-0.017737452,-0.034136567,-0.0073070824,-0.0128533365,0.0044933003
0.15450735,-0.14265896,-0.1760357,-0.09042106,0.113592
-0.013017396,0.034112353,-0.0036131993,-0.02033456,0.036849413
0.025327146,-0.024177937,-0.008772177,0.02615121,0.004824459
0.010946028,-0.012369217,0.016956355,-0.017254889,-0.0038190603
-0.009142497,0.025712896,-0.0394952,-0.015371917,0.030512035
0.01967512,0.0072375764,-0.0040150797,0.033242553,0.001135425
-0.048501346,-0.011155763,0.0804819,0.010438021,-0.032675706
-0.06444422,0.01881712,0.0289485,0.036091954,0.014948745
-0.021818127,-0.020586787,-0.022114705,-0.009525528,-0.00082730595
-0.03136081,0.10054268,-0.108410455,-0.041591667,-0.044476375
-0.0012944116,0.0038049999,0.017679825,-0.010408132,0.02748453
0.011556812,-0.017791368,0.03150272,-0.00095749024,0.027808728
-0.0015960557,-0.036583595,0.0014107089,0.03065196,-0.024787007
-0.011230001,0.00015347468,0.0075322567,-0.025039371,-0.03753693
-0.010564802,0.0016166015,-0.16241756,0.045895014,0.066184245
-0.03603817,0.026149966,-0.024661068,0.002216371,-0.011516594
0.001264892,0.004753387,-0.04629041,-0.012649513,0.017870178
0.014758247,-0.025826193,0.019980717,0.021942291,0.038207944
-0.088827774,0.04467027,0.035028346,0.071103424,-0.046143487
-0.089488626,0.12678689,-0.019376539,-0.114668906,-0.070123136
0.029461361,-0.004931381,0.023030324,-0.021702053,0.033062395
0.05436107,0.046432037,-0.06779124,-0.0641011,-0.09688898
-0.013941496,0.0056937467,-0.007534261,-0.03722088,-0.0006938961
0.04940079,0.0019922554,-0.012076852,-0.11754138,-0.09339291
-0.004178845,-0.048689775,0.0046431026,0.035225153,0.01448379
0.033045746,-0.0020708358,0.011867398,-0.009243093,0.02423927
0.042152427,-0.018630495,-0.023514148,0.00072376383,0.0046083136
-0.056235775,0.040382475,0.004521324,0.0440444,0.018131282
-0.0076387306,-0.08108075,-0.11656184,0.04120475,0.11659799
-0.031089965,-0.008478304,-0.046209782,-0.012781206,0.028452622
0.057581145,0.009806193,-0.020163916,-0.05655113,0.036666263
-0.024685731,0.03229464,-0.016788742,0.015045727,-0.0049316287
0.016816132,-0.10342497,0.067458615,-0.060227465,-0.06455628
-0.093071535,0.058061548,0.028791511,-0.11989826,-0.03947747
-0.017933551,-0.09907836,0.14826246,-0.12603287,-0.0067566754
0.12590766,0.10023475,-0.043732524,-0.020113157,-0.12522997
-0.0076850103,-0.10815859,0.047763377,0.013161811,0.028158862
-0.015214712,-0.074038856,0.024818052,0.039268423,0.042638637
0.05344657,0.0047370507,0.015733298,-0.031007497,-0.0014084651
0.009133628,-0.0025913164,0.032950472,-0.021825252,0.065356955
-0.12725589,0.068321906,0.01728478,-0.018382153,-0.019421712
0.010271802,-0.022391284,-0.0012094065,0.0035146105,-0.013191672
0.012033999,-0.021058159,-0.051338248,0.045254022,-0.009923709
0.002688624,0.0065451083,0.0027231833,-0.0015165627,-0.00877865
-0.03989066,-0.024918659,-0.016541736,0.0056096497,0.021417364
0.022401085,0.018571507,-0.014098428,-0.026194477,-0.023674903
0.045614395,0.03916921,-0.033701457,-0.036429483,0.047343917
0.0039301203,0.028376793,0.011923287,-0.018668808,-0.024681395
0.029917793,-0.06983653,0.06419535,-0.05354669,0.009446705
0.010456908,-0.037448496,-0.00964431,0.0024141467,-0.0013132857
0.0054864646,-0.026313463,0.011393869,-0.02598888,-0.003129657
0.03840065,0.023134392,-0.037890695,0.016585896,0.021077998
-0.09283419,0.040321417,0.04482121,0.015629346,0.038762864
0.06638188,-0.09859738,0.054153632,-0.07082618,-0.0985943
-0.029901283,-0.035812855,0.03187579,0.02155988,0.019326454
0.033717316,-0.0058403593,0.0077025318,-0.024739455,-0.06726546
0.011697623,0.0645367,-0.033591624,-0.081994094,-0.14824769
-0.083018415,-0.08896662,-0.042408574,0.15864992,-0.092622116
-0.13733092,-0.12510638,-0.0782001,0.15437251,-0.14679909
0.0036977816,0.019608274,0.0043665436,0.020334307,0.017008658
0.03615858,0.020862715,0.0010525712,-0.038068444,0.01316885
-0.05686795,-0.03137488,-0.046230394,0.030760301,0.016777769
0.087932974,0.026007392,-0.12624474,0.026617132,0.007922772
-0.014607173,0.0004655544,-0.016739465,-0.016856946,-0.043856155
-0.008654568,-0.053101238,0.05249212,-0.011033208,0.097652785
-0.00921238,0.019399082,-0.012966549,0.031034764,0.004676331
-0.04967994,0.09206868,0.021506691,-0.068325005,-0.03865951
0.0512531,-0.080189936,-0.10991768,0.047767207,-0.071073696
0.010697503,-0.017464064,0.036503647,-0.053017214,-0.0011945273
-0.024489043,-0.004123052,0.016589941,-0.00018868562,0.016278252
0.006291996,0.006271004,0.0054475977,-0.034080986,-0.014830024
-0.0029665874,0.08386138,0.07830012,-0.066007435,-0.054653715
0.032596555,0.05760721,-0.0021453812,-0.016586302,-0.027499981
0.012869391,0.01243814,-0.016503625,0.01919131,-0.06699834
0.007955013,-0.03360736,0.03309532,0.02156771,-0.009995423
0.0044620372,-0.043154508,0.039549354,0.023171237,0.0040599164
0.043788005,-0.06592767,-0.14425953,-0.044155464,-0.002306448
-0.02343895,0.05506946,0.008112153,0.073625155,-0.05350557
0.058557138,0.059615266,-0.09983325,-0.13471471,-0.060266547
-0.0734114,-0.043738548,0.051162843,-0.014598913,0.029388122
-0.0367547,-0.03363385,-0.062040478,-0.09802653,0.071889855
0.07737857,-0.011238637,-0.10133849,-0.11753121,-0.081037074
0.090543486,0.052510884,-0.060418513,-0.16146185,-0.09774249
0.03909912,-0.015511931,-0.02111936,0.018517131,0.023463756
0.00021749144,0.026068378,-0.017884763,-0.012255762,0.053905196
-0.013345183,0.026226524,-0.009924255,-0.04941083,-0.012588074
0.008686908,-0.0221856,0.014410271,-0.015671065,0.024777086
-0.008644187,0.016671937,0.024857981,-0.042716034,0.018281039
0.029149724,0.02477597,0.0062719774,-0.050187264,-0.028182656
-0.031891234,0.014995021,0.018365001,0.010918743,0.008035647
0.086124346,-0.099757716,-0.03254462,-0.13551427,0.047773376
-0.012827576,0.0826066,-0.10525468,-0.08106092,-0.042571478
-0.016877783,-0.03205522,0.0040691546,-0.0016866609,-0.006947998
-0.039737996,-0.005605963,0.016649049,-0.026049538,-6.692627e-05
0.02772548,-0.0081697935,-0.031957027,0.07692779,0.0046737418
-0.0458608,0.0165421,0.033990048,-0.049137786,0.097380474
-0.050996527,0.006355558,0.049430806,-0.117238216,-0.041314404
0.032143716,-0.024434974,-0.018302202,0.0044010417,-0.03824179
0.012716828,-0.01285775,-0.056179903,0.041222945,-0.09370323
0.03152466,0.039884776,0.061111234,-0.07068651,-0.08522198
0.008494851,-0.018471956,0.048584726,-0.063806765,-0.03904395
0.0074810055,-0.037641298,-0.07127947,-0.004505428,-0.022819199
-0.008191032,0.006523265,-0.006853143,0.02072449,0.014691659
-0.012726434,0.01214899,-0.0071824114,-0.00020202859,-0.049906913
-0.0269512,0.012839334,0.0276161,0.0456197,0.015828
0.058644295,-0.055756778,0.047012698,-0.039306033,-0.042096216
0.005174263,-0.04091122,0.0099183675,0.02487118,0.046096962
-0.031242656,-0.031025527,0.0059121684,0.0032535186,-0.008797737
-0.072259896,0.036808234,-0.029375786,0.020701444,-0.016271822
-0.0877769,-0.04560892,0.05899111,0.0297457,-0.053162068
0.08386883,-0.04722258,0.062749125,0.026144069,-0.0030304668
0.011502525,0.05680497,-0.045634713,-0.022265578,-0.022101272
-0.006632652,0.0054967985,0.0010717545,0.015921144,-0.014298055
-0.055507712,-0.051270325,0.016533585,0.038149472,0.01840554
-0.0037437656,-0.01502677,0.04221133,0.0052850908,-0.0195877
0.005535577,-0.010217577,-0.049313847,-0.023962783,-0.009571762
0.0327491,-0.04100627,-0.0048581427,-0.025390219,0.035223138
0.014493065,0.11077469,-0.10853205,-0.10395167,0.0036918072
-0.017403794,-0.0137013355,-0.05900855,0.082378194,-0.018113494
0.044972338,-0.08674709,-0.101826265,-0.04494031,-0.09310781
-0.0050363285,0.050509468,0.0074885846,0.0058076656,-0.018006478
-0.06217133,0.059144933,0.06809287,-0.10008396,-0.0911784
-0.04607122,0.048410073,0.006487933,-0.02025314,-0.019859493
0.039676968,-0.029564416,-0.061767463,-0.027027661,0.021053294
0.039570775,-0.023194252,0.010364971,0.047335602,0.029592324
0.012138944,-0.0074547366,0.0066683535,0.0032482625,-0.03863332
0.0069965026,0.013621146,-0.008866426,0.0040584803,-0.031044273
-0.007108475,0.026304146,-0.00632797,-0.021201985,0.0103305215
0.017398475,-0.0041067754,-0.028321424,-0.026362421,0.027119802
0.033061597,-0.016829683,-0.029353209,0.00992317,-0.0021615936
0.026306469,-0.00906993,0.007966204,0.028888669,0.044293232
-0.009731047,0.0059450497,0.012429323,-0.019728571,0.0002357776
0.0025191994,0.030903395,-0.03598859,-0.011695639,-0.019117577
0.030021612,0.0110607855,-0.030506797,0.012694448,0.020891087
-0.012226072,0.026192823,0.02024599,0.01287168,0.023421453
0.0018103068,0.008343322,-0.0374387,-0.020328185,-0.04491062
0.012988574,0.025744675,-0.06363198,-0.063537486,0.0013599518
-0.123596475,0.072156854,0.018304281,0.014625825,-0.091368996
0.02422806,0.010553229,0.0069982163,0.0010727891,0.023763355
-0.06340238,0.021476164,-0.021358613,-0.0140063735,0.044244714
0.007784894,0.040759955,-0.051168174,0.032821413,0.00022462843
0.028592765,0.014148552,-0.018039256,-0.0029486495,-0.017304534
0.03795071,-0.024486564,-0.0047640707,-0.031442117,0.015264929
0.08118604,0.039063673,-0.13148917,-0.0961553,-0.028588448
0.012490444,-0.009520485,-0.020898482,0.021327553,-0.025467878
0.016020238,-0.037873805,-0.024122281,0.0028953194,0.023340622
-0.0032184653,-0.016507234,-0.039462972,0.0048815827,0.042559825
0.0013970854,0.0029106222,0.011956032,0.03156006,0.016171413
-0.0002924518,-0.011601135,-0.013399374,0.015875947,0.005868673
-0.0035395983,-0.016680853,0.044850446,0.040446185,-0.0019048288
-0.012619576,-0.007456056,-0.0067843385,-0.035862315,-0.028759358
0.09181139,-0.08598798,-0.07270085,-0.009034354,-0.11969222
0.007779681,0.018096495,0.01976649,0.03379904,0.002793132
-0.038686704,-0.013548229,0.026512355,-0.091975495,-0.037719313
0.013001296,-0.012042301,0.037673857,0.008579748,0.038092993
-0.026875734,0.09556888,0.02053016,-0.0902615,-0.108413786
-0.014978649,0.010031881,-0.03053896,-0.009398874,0.027055731
-0.010438319,-0.038233716,0.017600162,0.024171239,-0.0321014
0.035511658,-0.021230241,0.024312122,-0.013016389,0.021021659
0.019389858,0.011314315,-0.00014835948,-0.012236198,-0.028676854
-0.12764943,0.08961115,-0.086808965,0.13455543,-0.08648505
0.011957658,-0.007794505,-0.0089258915,0.026317682,-0.0019939947
0.14737743,-0.037351497,-0.121064216,-0.13683616,-0.11927985
-0.01229003,-0.019087777,0.09279194,-0.03174704,-0.020527147
-0.06998517,0.07146126,-0.052514017,-0.12226202,0.01193353
-0.034167644,0.018422714,-0.043816365,0.081042565,0.013065027
-0.04045291,0.07189816,-0.089966945,-0.064064085,-0.13553537
0.0041067186,-0.001670068,-0.01630061,-0.00994533,0.028770862
0.0022139784,0.030921092,-0.018192166,-0.017808106,0.028865233
-0.012108982,0.0025275084,-0.024670273,0.035913426,-0.028288668
-0.02733405,-0.013287633,-0.0019941882,-0.008630934,-0.020348508
-0.0199371,0.013603038,0.024042089,-0.014442139,0.0036866593
0.12901068,0.02663998,-0.1400961,-0.11448069,-0.14092325
0.02042447,-0.020894904,-0.009085963,-0.03941276,0.08877015
-0.01505244,0.012139521,0.04349706,0.021609813,-0.04394095
0.0355113,-0.04750086,0.025624251,-0.12168727,-0.032923386
-0.04486957,0.017822184,0.036898647,-0.057955742,0.009695291
0.021887269,-0.0015049534,-0.12872148,0.044539105,-0.12167575
-0.008433332,-0.039480913,0.0046416805,-0.031916074,-0.019285707
0.09979896,-0.05896687,-0.096930936,-0.02634947,-0.08980256
0.036701117,0.008273337,0.009243039,-0.035381533,-0.030942265
-0.021442328,-0.00067829795,-0.013072507,0.0004486335,-0.0072980225
0.009056699,-0.022195159,0.036254648,0.0025492061,0.0051542697
-0.052268367,-0.0061424254,0.045226675,0.0035655757,-0.026691647
-0.0008751766,-0.01615007,0.012737913,-0.03380369,0.008405929
0.014855737,-0.041520435,-0.019532457,0.0031020925,-0.008244949
-0.13698643,0.09254884,-0.13647725,-0.03204738,0.07287437
-0.011118874,-0.03403454,-0.036183268,0.029110799,0.0010435482
0.023129558,0.04164852,0.0043664863,-0.025788786,0.0022852425
0.017583596,0.005801046,-0.0053133466,-0.026829131,0.015887959
-0.10617168,-0.053875837,-0.046961747,0.12949656,0.024840174
-0.07979137,-0.03620582,0.061570417,-0.09180802,-0.15122472
0.02160728,0.020890588,-0.0073297904,0.012282656,0.0024166927
0.02467417,0.0050319466,0.05465731,-0.14208579,0.01443658
-0.05784873,-0.009532716,-0.024376243,0.025995823,0.013371849
-0.07182797,0.031460784,-0.07004488,-0.06572917,-0.01245327
0.06917465,-0.0031456195,0.025659584,-0.080988094,-0.07163461
0.0024410395,0.0020557956,-0.017765181,-0.004099675,0.013451539
-0.09435847,-0.10739704,0.08210617,0.013773125,0.09452541
0.048277777,-0.098954245,-0.10031655,0.13089629,-0.036593694
-0.011417085,0.00237252,-0.011980145,-0.008149838,-0.037353154
-0.0630375,0.032768108,-0.050388735,-0.026254524,-0.08538786
0.0010099319,0.01177546,-0.03662499,0.009184085,-0.0055428725
-0.04972003,0.0072269817,0.00014097104,-0.02512117,0.043798357
-0.014784951,-0.00668648,-0.017850386,-0.019351898,0.017474059
-0.12739238,-0.15984981,-0.053136677,0.17558447,-0.13179074
-0.012344284,0.011693435,-0.04474901,-0.0006560618,-0.04497505
0.029795077,-0.010347891,-0.017906329,0.017924292,0.0049576308
-0.02236056,-0.04156646,0.050810203,-0.03421562,0.04005049
-0.020856319,-0.0015208654,-0.019739017,-0.019700779,-0.04144207
0.06911269,-0.02504892,-0.055655368,-0.014115602,-0.048801403
0.04573572,0.0502012,-0.08879241,0.0022401104,0.0077428157
-0.08433228,-0.1634337,0.09659479,-0.004499916,0.07952729
-0.0022944147,0.0457113,-0.0074619474,-0.028040681,0.004861986
0.014532482,-0.015343734,0.00017985525,0.040822476,0.03206917
-0.054612987,0.09209059,0.0131244445,-0.09734208,-0.102577806
-0.03343431,0.05959957,-0.053092334,0.04409041,-0.07376036
-0.025262246,-0.0011679092,0.009806965,-0.013960653,-0.015600228
-0.05580375,-0.012556436,-0.023503039,-0.01634248,-0.008509668
0.016766787,0.024254356,-0.033928223,-0.0045259185,-0.0210378
-0.025172627,-0.010639493,-0.022366643,-0.019930495,0.007630751
0.05865562,-0.016242582,0.046725955,-0.03843157,0.033224557
-0.0127876485,-0.038325276,0.014458312,0.0047045876,0.027732203
-0.029598758,0.017550029,-0.009568561,-0.009800265,0.027980758
-0.023003614,0.0030663388,-0.14853916,-0.053337406,0.0040527773
-0.100458235,0.026141662,-0.030855257,-0.013112124,-0.00097495597
-0.027816722,-0.008546256,-0.042301074,0.024923341,0.07161604
-0.026838496,0.017114293,-0.0077875517,0.007844043,0.014803479
-0.027337447,-0.010295298,0.024689842,-0.021330295,-0.0022585855
0.126997,-0.09815645,-0.054820612,-0.044670064,-0.06740186
0.14762704,0.075181276,-0.12339619,-0.2065522,-0.029239027
-0.04748954,0.023457156,0.05610377,-0.07262142,-0.06882202
0.07029791,0.004324355,-0.011696902,8.023466e-05,-0.009349714
0.0888211,-0.116014004,0.036517985,-0.08082754,-0.10916724
-0.090631984,0.028377553,0.0989504,-0.06849264,0.025184067
-0.024746377,-0.050227575,0.01969263,0.016506366,-0.018999634
-0.1445385,-0.06632301,0.12167085,0.094873145,0.01713506
0.081670366,-0.046942472,-0.1877186,0.08915625,-0.085673116
-0.14258118,0.08436907,-0.122924134,0.15207359,-0.14109081
-0.012384506,0.0026323248,-0.007301701,-0.026200015,-0.016907815
-0.007980134,0.0035800065,0.00025567363,0.027180828,0.0040447493
-0.08041848,0.07384005,0.0382763,-0.046085734,-0.061646372
0.0061309612,-0.024881084,-0.032524608,-0.00019917985,-0.0158682
0.026096998,0.016332125,-0.048152305,0.0050673,0.00873449
-0.02449989,0.015775349,-0.029976567,-0.021387829,0.008264177
0.020946356,-0.010614013,0.04697068,-0.13052534,0.004805605
-0.14536569,-0.10646046,0.077334926,-0.09906908,-0.0660636
0.00041617098,-0.042863443,0.036059283,0.02179143,-0.018042507
0.01581165,0.010058937,-0.04155882,-0.0137925735,-0.01873893
-0.093018524,0.052174818,0.0115966,0.14255652,-0.07140247
0.08682452,-0.10195212,-0.03087135,-0.024215003,-0.060515106
-0.006178213,-0.002866269,0.029094147,-0.022420086,0.02174073
0.0476675,-0.010424098,-0.020695226,-0.049225904,-0.017529065
0.005471742,-0.011170372,-0.02560172,-0.020740792,0.023101002
-0.008972754,-0.03227879,0.021718705,0.04382457,-0.009320125
0.013567436,0.013176031,0.01441196,-0.012432561,0.0028082656
0.038574707,-0.024202857,0.042248975,-0.06855057,0.03598919
0.021267,-0.07057983,0.026516242,0.014599857,-0.046250343
-0.034107942,-0.026113082,0.00044297983,0.044455964,-0.030916587
-0.11074215,-0.035998818,-0.0020675538,0.00080932956,0.08099794
-0.021401616,0.002981611,0.04584223,-0.011725024,-0.014423726
0.030935919,0.014116339,0.022485556,-0.029733546,0.02568694
0.024808165,0.009553753,-0.037473407,-0.020532668,0.049995486
0.0038528857,0.011335478,0.049488313,0.011086064,-0.027268648
-0.04660337,-0.03731772,-0.02199427,-0.00555564,-0.033172775
0.025418904,-0.0044201612,0.022190804,-0.013307319,0.011763183
0.004101275,-0.009161323,0.012583212,0.033917,-0.0007229665
0.008795436,0.0018798311,0.011857449,0.013686248,0.032209415
-0.07563913,-0.11636669,0.08796529,-0.04926091,-0.047886107
0.09058564,0.039643817,-0.16399178,0.0036796439,-0.19567254
0.03805117,-0.020544244,-0.02187853,0.00024626922,7.90371e-05
-0.0061956253,0.040217087,-0.022756217,0.01941646,0.030445822
0.035467885,0.01901455,-0.0060181664,0.037227523,-0.0089632105
0.010360455,-0.029636446,-0.015117321,0.030679466,0.012120275
0.004374106,0.03265353,-0.023023259,0.017016862,-0.018778892
0.02019578,0.07724169,-0.15246621,0.029965892,-0.17028108
-0.016159832,0.17610732,-0.15185161,-0.047178388,-0.17040348
0.019314328,-0.075747535,0.060606472,-0.02473456,0.0014244586
-0.02299101,0.0078346385,0.015252672,0.02819307,0.010675318
0.014750484,0.039529357,-0.026254775,0.0047412775,-0.03293588
0.038434826,0.007598724,0.008121591,0.0125448685,0.015404679
0.034528635,0.04453857,0.028758496,-0.007824145,-0.006648647
0.030652404,-0.051757034,0.017316518,0.019818528,0.01667863
-0.041572753,-0.007166397,0.044156045,-0.021649158,-0.023502337
-0.0010246504,0.003386211,-0.004617401,-0.01110682,-0.00965841
0.00032018882,-0.022910064,0.029442,-0.12465069,0.067756146
-0.04239642,-0.050371695,-0.0008041397,0.06340184,-0.019552752
0.08631988,0.006113782,-0.07305626,-0.077098295,-0.022303283
0.07551466,-0.016102524,-0.020057764,-0.13490053,-0.10396032
0.031148184,-0.041497555,0.042852793,-0.010497649,0.010653066
-0.017501734,-0.015991092,0.037103016,-0.050387036,0.0084113795
-0.10414453,0.06645643,0.017265653,0.07520826,-0.068972826
-0.038213868,0.041814964,0.063203715,-0.08958857,-0.030629043
-0.030080568,0.02082008,0.0031252562,-0.032604378,-0.0387074
